"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	31.031	0.195	30.651	31.415	26693	92461832
"Male and female"	"5yrs_2012_2016"	"Colon and Rectum"	"Hispanic (All Races)"	34.939	0.148	34.649	35.230	61319	275128729
"Male and female"	"5yrs_2012_2016"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	5171	0
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.450	0.021	8.408	8.492	163188	1592134687
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.025	0.023	6.981	7.070	101242	1004736872
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	11.143	0.075	10.996	11.291	23455	206490205
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.493	0.354	13.807	15.204	1861	13317049
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	13.201	0.127	12.954	13.453	11369	92461832
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.808	0.092	13.628	13.990	24560	275128729
"Male and female"	"5yrs_2012_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	701	0
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"AllRaceEth"	12.899	0.027	12.846	12.951	238413	1592134687
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic White"	12.839	0.031	12.779	12.900	181055	1004736872
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Black"	16.036	0.097	15.846	16.228	29136	206490205
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.456	0.337	10.804	12.135	1291	13317049
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.530	0.111	9.313	9.751	7696	92461832
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Hispanic (All Races)"	11.451	0.088	11.279	11.625	18448	275128729
"Male and female"	"5yrs_2012_2016"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	787	0
"Male and female"	"5yrs_2012_2016"	"Larynx"	"AllRaceEth"	3.320	0.013	3.294	3.346	63218	1592134687
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic White"	3.452	0.016	3.421	3.484	48878	1004736872
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Black"	4.399	0.049	4.304	4.495	8724	206490205
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.128	0.168	2.808	3.474	386	13317049
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	1.011	0.035	0.943	1.082	865	92461832
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Hispanic (All Races)"	2.367	0.039	2.291	2.444	4066	275128729
"Male and female"	"5yrs_2012_2016"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	299	0
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"AllRaceEth"	59.917	0.058	59.804	60.031	1108961	1592134687
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic White"	64.115	0.069	63.981	64.250	906564	1004736872
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Black"	62.972	0.192	62.597	63.349	115922	206490205
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	57.812	0.757	56.338	59.314	6503	13317049
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	35.535	0.214	35.116	35.956	28991	92461832
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Hispanic (All Races)"	31.001	0.147	30.713	31.290	48045	275128729
"Male and female"	"5yrs_2012_2016"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	2936	0
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"AllRaceEth"	22.061	0.036	21.991	22.132	393485	1592134687
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic White"	28.566	0.049	28.470	28.662	366908	1004736872
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.019	0.025	0.972	1.068	1843	206490205
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.687	0.287	8.133	9.267	1008	13317049
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.383	0.041	1.304	1.465	1207	92461832
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.730	0.053	4.626	4.835	8834	275128729
"Male and female"	"5yrs_2012_2016"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	13685	0
"Male and female"	"5yrs_2012_2016"	"Breast"	"AllRaceEth"	67.685	0.063	67.562	67.808	1218572	1592134687
"Male and female"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic White"	69.743	0.076	69.595	69.892	916688	1004736872
"Male and female"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Black"	72.964	0.201	72.570	73.359	139576	206490205
"Male and female"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	56.407	0.713	55.018	57.822	6834	13317049
"Male and female"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	53.074	0.245	52.595	53.556	48623	92461832
"Male and female"	"5yrs_2012_2016"	"Breast"	"Hispanic (All Races)"	51.620	0.171	51.285	51.956	99649	275128729
"Male and female"	"5yrs_2012_2016"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	7202	0
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"AllRaceEth"	3.942	0.016	3.911	3.974	64165	1592134687
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic White"	3.642	0.019	3.604	3.680	38964	1004736872
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Black"	5.069	0.053	4.966	5.173	9691	206490205
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.967	0.209	4.567	5.393	601	13317049
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.390	0.061	3.271	3.513	3149	92461832
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Hispanic (All Races)"	5.035	0.050	4.938	5.133	11199	275128729
"Male and female"	"5yrs_2012_2016"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	561	0
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.206	0.028	14.151	14.261	268566	1592134687
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.342	0.033	14.277	14.407	199993	1004736872
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	15.309	0.091	15.130	15.489	30079	206490205
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	12.731	0.329	12.095	13.392	1626	13317049
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	10.674	0.108	10.463	10.889	10023	92461832
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	12.681	0.084	12.518	12.846	25041	275128729
"Male and female"	"5yrs_2012_2016"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	1804	0
"Male and female"	"5yrs_2012_2016"	"Ovary"	"AllRaceEth"	6.039	0.019	6.002	6.075	108705	1592134687
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic White"	6.201	0.022	6.157	6.245	81804	1004736872
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Black"	5.335	0.055	5.228	5.444	10068	206490205
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.952	0.233	5.503	6.426	716	13317049
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.218	0.077	5.068	5.371	4754	92461832
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Hispanic (All Races)"	5.568	0.057	5.458	5.680	10802	275128729
"Male and female"	"5yrs_2012_2016"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	561	0
"Male and female"	"5yrs_2012_2016"	"Prostate"	"AllRaceEth"	49.181	0.051	49.081	49.281	960932	1592134687
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic White"	46.666	0.057	46.554	46.778	690286	1004736872
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Black"	75.928	0.200	75.536	76.322	153578	206490205
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	34.752	0.563	33.657	35.873	4236	13317049
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	24.506	0.173	24.169	24.847	21238	92461832
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Hispanic (All Races)"	40.684	0.161	40.369	41.001	69019	275128729
"Male and female"	"5yrs_2012_2016"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	22575	0
"Male and female"	"5yrs_2012_2016"	"Testis"	"AllRaceEth"	2.856	0.014	2.829	2.884	43787	1592134687
"Male and female"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic White"	3.539	0.020	3.500	3.578	32603	1004736872
"Male and female"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Black"	0.735	0.019	0.697	0.774	1468	206490205
"Male and female"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.186	0.157	2.885	3.511	426	13317049
"Male and female"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	0.990	0.032	0.929	1.054	1001	92461832
"Male and female"	"5yrs_2012_2016"	"Testis"	"Hispanic (All Races)"	2.543	0.030	2.485	2.602	7639	275128729
"Male and female"	"5yrs_2012_2016"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	650	0
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"AllRaceEth"	20.529	0.034	20.462	20.596	375302	1592134687
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic White"	23.059	0.041	22.979	23.140	324522	1004736872
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Black"	12.033	0.086	11.865	12.203	20956	206490205
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.944	0.368	12.233	13.684	1381	13317049
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.672	0.107	8.463	8.884	6856	92461832
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Hispanic (All Races)"	11.373	0.090	11.198	11.550	17332	275128729
"Male and female"	"5yrs_2012_2016"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4255	0
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"AllRaceEth"	16.858	0.031	16.798	16.919	307759	1592134687
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.030	0.037	16.958	17.103	228155	1004736872
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.949	0.102	18.749	19.150	36697	206490205
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	22.561	0.448	21.691	23.457	2768	13317049
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.999	0.098	7.808	8.193	6975	92461832
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	16.899	0.100	16.704	17.095	31670	275128729
"Male and female"	"5yrs_2012_2016"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	1494	0
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"AllRaceEth"	6.609	0.020	6.570	6.648	114132	1592134687
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.493	0.026	7.442	7.545	89676	1004736872
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.208	0.047	4.116	4.302	8312	206490205
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.832	0.205	4.440	5.250	604	13317049
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.829	0.067	3.700	3.963	3408	92461832
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.188	0.052	5.086	5.292	11425	275128729
"Male and female"	"5yrs_2012_2016"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	707	0
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"AllRaceEth"	14.642	0.030	14.583	14.702	244094	1592134687
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Non-Hispanic White"	15.747	0.039	15.669	15.824	174828	1004736872
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Non-Hispanic Black"	9.449	0.071	9.310	9.589	18602	206490205
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.164	0.320	11.545	12.808	1531	13317049
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	15.752	0.130	15.498	16.010	15020	92461832
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Hispanic (All Races)"	13.715	0.081	13.558	13.874	31495	275128729
"Male and female"	"5yrs_2012_2016"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	2618	0
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"AllRaceEth"	2.678	0.013	2.652	2.704	43491	1592134687
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.907	0.017	2.873	2.941	30129	1004736872
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.736	0.037	2.663	2.810	5606	206490205
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.606	0.116	1.388	1.850	207	13317049
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.295	0.038	1.222	1.371	1224	92461832
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.437	0.034	2.370	2.505	5862	275128729
"Male and female"	"5yrs_2012_2016"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	463	0
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	19.572	0.034	19.506	19.638	351869	1592134687
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	20.460	0.040	20.381	20.539	274679	1004736872
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.767	0.091	14.590	14.947	28047	206490205
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.928	0.380	14.192	15.691	1709	13317049
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.387	0.128	13.137	13.641	11405	92461832
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.982	0.106	17.775	18.191	32276	275128729
"Male and female"	"5yrs_2012_2016"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	3753	0
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"AllRaceEth"	7.051	0.020	7.012	7.091	129590	1592134687
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Non-Hispanic White"	6.219	0.022	6.177	6.261	86986	1004736872
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Non-Hispanic Black"	14.328	0.092	14.149	14.509	26078	206490205
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.692	0.257	6.198	7.213	757	13317049
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.933	0.070	3.796	4.073	3306	92461832
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Hispanic (All Races)"	6.911	0.067	6.780	7.044	11508	275128729
"Male and female"	"5yrs_2012_2016"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	955	0
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"AllRaceEth"	14.763	0.029	14.705	14.821	260995	1592134687
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Non-Hispanic White"	15.587	0.036	15.517	15.658	203550	1004736872
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Non-Hispanic Black"	11.511	0.081	11.352	11.672	21348	206490205
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.724	0.331	11.084	12.392	1380	13317049
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.190	0.100	7.995	8.388	7017	92461832
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Hispanic (All Races)"	11.838	0.082	11.677	12.000	24380	275128729
"Male and female"	"5yrs_2012_2016"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	3320	0
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"AllRaceEth"	0.919	0.007	0.905	0.933	16440	1592134687
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Non-Hispanic White"	1.023	0.009	1.006	1.040	14135	1004736872
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Non-Hispanic Black"	0.460	0.017	0.427	0.494	786	206490205
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.688	0.087	0.528	0.877	70	13317049
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.319	0.021	0.280	0.361	252	92461832
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Hispanic (All Races)"	0.716	0.022	0.674	0.761	1144	275128729
"Male and female"	"5yrs_2012_2016"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	53	0
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"AllRaceEth"	0.369	0.005	0.360	0.379	5951	1592134687
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.225	0.005	0.216	0.234	2565	1004736872
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.842	0.021	0.801	0.884	1676	206490205
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.309	0.055	0.212	0.435	35	13317049
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.178	0.014	0.151	0.208	159	92461832
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.614	0.018	0.579	0.651	1299	275128729
"Male and female"	"5yrs_2012_2016"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	217	0
"Male and female"	"10yrs+2007_2016"	"All Sites"	"AllRaceEth"	466.244	0.118	466.014	466.475	16196292	3125142013
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Non-Hispanic White"	481.635	0.139	481.362	481.907	12579766	2004332035
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Non-Hispanic Black"	483.560	0.381	482.814	484.307	1716184	401970122
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	402.500	1.440	399.684	405.331	87548	26066877
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	304.808	0.456	303.915	305.703	471512	171786215
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Hispanic (All Races)"	365.907	0.355	365.210	366.604	1190194	520986764
"Male and female"	"10yrs+2007_2016"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	151088	0
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.649	0.018	11.613	11.685	413583	3125142013
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	12.658	0.022	12.614	12.701	335352	2004332035
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	9.546	0.052	9.445	9.649	35906	401970122
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	9.960	0.217	9.540	10.395	2342	26066877
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.057	0.072	7.916	8.200	13028	171786215
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.245	0.049	7.149	7.343	23945	520986764
"Male and female"	"10yrs+2007_2016"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	3010	0
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"AllRaceEth"	4.708	0.012	4.685	4.731	167174	3125142013
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Non-Hispanic White"	5.066	0.014	5.039	5.093	137692	2004332035
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Non-Hispanic Black"	4.530	0.037	4.458	4.603	16152	401970122
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.339	0.150	4.049	4.643	938	26066877
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.216	0.040	2.138	2.295	3277	171786215
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Hispanic (All Races)"	2.898	0.033	2.834	2.963	8549	520986764
"Male and female"	"10yrs+2007_2016"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	566	0
"Male and female"	"10yrs+2007_2016"	"Stomach"	"AllRaceEth"	6.677	0.014	6.649	6.705	230706	3125142013
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Non-Hispanic White"	5.450	0.015	5.421	5.479	145119	2004332035
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Non-Hispanic Black"	10.677	0.058	10.563	10.792	35574	401970122
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	8.097	0.210	7.691	8.519	1665	26066877
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	11.037	0.090	10.862	11.214	16051	171786215
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Hispanic (All Races)"	10.173	0.061	10.054	10.293	31100	520986764
"Male and female"	"10yrs+2007_2016"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	1197	0
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"AllRaceEth"	41.330	0.035	41.261	41.398	1432003	3125142013
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Non-Hispanic White"	40.972	0.040	40.893	41.051	1079570	2004332035
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Non-Hispanic Black"	49.462	0.123	49.221	49.705	171371	401970122
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	42.837	0.476	41.909	43.779	9111	26066877
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	32.889	0.151	32.593	33.187	49944	171786215
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Hispanic (All Races)"	36.521	0.114	36.297	36.746	112783	520986764
"Male and female"	"10yrs+2007_2016"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	9224	0
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	7.892	0.015	7.863	7.922	286266	3125142013
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	6.479	0.016	6.448	6.509	177515	2004332035
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.581	0.054	10.476	10.687	41052	401970122
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	13.336	0.254	12.844	13.843	3112	26066877
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	13.745	0.097	13.554	13.937	21048	171786215
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.348	0.068	13.215	13.482	42351	520986764
"Male and female"	"10yrs+2007_2016"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	1188	0
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"AllRaceEth"	12.603	0.019	12.565	12.640	440554	3125142013
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Non-Hispanic White"	12.490	0.022	12.448	12.533	338018	2004332035
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Non-Hispanic Black"	15.901	0.071	15.762	16.041	53317	401970122
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	10.905	0.245	10.430	11.396	2234	26066877
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.399	0.084	9.236	9.564	13332	171786215
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Hispanic (All Races)"	11.346	0.066	11.217	11.476	32314	520986764
"Male and female"	"10yrs+2007_2016"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1339	0
"Male and female"	"10yrs+2007_2016"	"Larynx"	"AllRaceEth"	3.528	0.010	3.508	3.548	126861	3125142013
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Non-Hispanic White"	3.631	0.012	3.608	3.654	98472	2004332035
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Non-Hispanic Black"	4.777	0.037	4.704	4.850	17578	401970122
"Male and female"	"10yrs+2007_2016"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.199	0.126	2.957	3.454	724	26066877
