"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"5yrs_2018_2022"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	28.642	0.163	28.324	28.963	31831	107882208
"Male and female"	"5yrs_2018_2022"	"Colon and Rectum"	"Hispanic (All Races)"	33.124	0.125	32.879	33.369	76678	310708397
"Male and female"	"5yrs_2018_2022"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	6627	0
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.643	0.020	8.602	8.683	186005	1655614695
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.446	0.022	7.402	7.490	116601	1004088453
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	9.815	0.067	9.685	9.947	23236	219250926
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.448	0.321	13.825	15.093	2168	13684711
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	11.090	0.102	10.892	11.291	12341	107882208
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.635	0.081	13.476	13.795	30721	310708397
"Male and female"	"5yrs_2018_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	938	0
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"AllRaceEth"	13.726	0.026	13.675	13.777	284526	1655614695
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Non-Hispanic White"	13.722	0.031	13.661	13.782	209271	1004088453
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Non-Hispanic Black"	16.550	0.091	16.372	16.730	35422	219250926
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.860	0.315	12.249	13.493	1790	13684711
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.922	0.098	9.732	10.115	10707	107882208
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Hispanic (All Races)"	12.322	0.080	12.167	12.479	26132	310708397
"Male and female"	"5yrs_2018_2022"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1204	0
"Male and female"	"5yrs_2018_2022"	"Larynx"	"AllRaceEth"	2.831	0.012	2.808	2.854	60800	1655614695
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Non-Hispanic White"	2.979	0.014	2.951	3.007	45765	1004088453
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Non-Hispanic Black"	3.706	0.042	3.625	3.788	8557	219250926
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.024	0.149	2.740	3.330	444	13684711
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.969	0.030	0.911	1.030	1082	107882208
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Hispanic (All Races)"	2.024	0.031	1.963	2.087	4512	310708397
"Male and female"	"5yrs_2018_2022"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	440	0
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"AllRaceEth"	52.493	0.051	52.394	52.592	1113028	1655614695
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Non-Hispanic White"	56.900	0.062	56.780	57.021	891805	1004088453
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Non-Hispanic Black"	53.972	0.163	53.652	54.293	117888	219250926
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	53.610	0.639	52.366	54.877	7590	13684711
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	32.514	0.176	32.170	32.861	35402	107882208
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Hispanic (All Races)"	27.672	0.121	27.434	27.911	56254	310708397
"Male and female"	"5yrs_2018_2022"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	4089	0
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"AllRaceEth"	23.100	0.035	23.031	23.169	455600	1655614695
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Non-Hispanic White"	30.444	0.050	30.347	30.541	417509	1004088453
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.935	0.022	0.893	0.979	1941	219250926
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	9.148	0.268	8.629	9.689	1239	13684711
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.237	0.034	1.172	1.305	1382	107882208
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.776	0.047	4.684	4.870	11157	310708397
"Male and female"	"5yrs_2018_2022"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	22372	0
"Male and female"	"5yrs_2018_2022"	"Breast"	"AllRaceEth"	69.357	0.061	69.237	69.477	1362963	1655614695
"Male and female"	"5yrs_2018_2022"	"Breast"	"Non-Hispanic White"	71.571	0.076	71.422	71.721	985980	1004088453
"Male and female"	"5yrs_2018_2022"	"Breast"	"Non-Hispanic Black"	73.522	0.190	73.150	73.896	159214	219250926
"Male and female"	"5yrs_2018_2022"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	59.001	0.674	57.686	60.338	8180	13684711
"Male and female"	"5yrs_2018_2022"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	58.969	0.230	58.518	59.422	67145	107882208
"Male and female"	"5yrs_2018_2022"	"Breast"	"Hispanic (All Races)"	53.941	0.154	53.640	54.244	132002	310708397
"Male and female"	"5yrs_2018_2022"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	10442	0
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"AllRaceEth"	3.810	0.015	3.780	3.840	65094	1655614695
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Non-Hispanic White"	3.509	0.019	3.471	3.546	37736	1004088453
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Non-Hispanic Black"	4.434	0.047	4.342	4.527	9400	219250926
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	5.266	0.208	4.865	5.691	669	13684711
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.121	0.053	3.018	3.227	3543	107882208
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Hispanic (All Races)"	4.839	0.044	4.754	4.925	12998	310708397
"Male and female"	"5yrs_2018_2022"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	748	0
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.600	0.027	14.546	14.653	303432	1655614695
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.301	0.033	14.237	14.365	210950	1004088453
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	16.641	0.088	16.470	16.814	38599	219250926
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	14.397	0.329	13.758	15.058	2037	13684711
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	12.061	0.103	11.861	12.264	14111	107882208
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	13.960	0.077	13.809	14.112	35115	310708397
"Male and female"	"5yrs_2018_2022"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	2620	0
"Male and female"	"5yrs_2018_2022"	"Ovary"	"AllRaceEth"	5.268	0.017	5.235	5.302	102777	1655614695
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Non-Hispanic White"	5.282	0.021	5.241	5.323	72380	1004088453
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Non-Hispanic Black"	4.846	0.049	4.750	4.942	10502	219250926
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.518	0.207	5.120	5.939	759	13684711
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.009	0.067	4.878	5.143	5682	107882208
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Hispanic (All Races)"	5.156	0.048	5.063	5.250	12749	310708397
"Male and female"	"5yrs_2018_2022"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	705	0
"Male and female"	"5yrs_2018_2022"	"Prostate"	"AllRaceEth"	54.088	0.050	53.989	54.186	1203167	1655614695
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Non-Hispanic White"	52.332	0.058	52.219	52.446	852828	1004088453
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Non-Hispanic Black"	80.230	0.189	79.860	80.601	192138	219250926
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	37.357	0.516	36.353	38.383	5616	13684711
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	27.462	0.158	27.153	27.774	31340	107882208
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Hispanic (All Races)"	40.257	0.139	39.984	40.531	90543	310708397
"Male and female"	"5yrs_2018_2022"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	30702	0
"Male and female"	"5yrs_2018_2022"	"Testis"	"AllRaceEth"	2.926	0.014	2.899	2.953	46209	1655614695
"Male and female"	"5yrs_2018_2022"	"Testis"	"Non-Hispanic White"	3.493	0.020	3.454	3.532	31793	1004088453
"Male and female"	"5yrs_2018_2022"	"Testis"	"Non-Hispanic Black"	0.759	0.019	0.722	0.797	1631	219250926
"Male and female"	"5yrs_2018_2022"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.191	0.157	2.891	3.514	429	13684711
"Male and female"	"5yrs_2018_2022"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.103	0.031	1.043	1.166	1264	107882208
"Male and female"	"5yrs_2018_2022"	"Testis"	"Hispanic (All Races)"	3.052	0.031	2.992	3.113	10087	310708397
"Male and female"	"5yrs_2018_2022"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	1005	0
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"AllRaceEth"	18.786	0.031	18.726	18.846	387725	1655614695
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Non-Hispanic White"	21.359	0.038	21.284	21.433	328000	1004088453
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Non-Hispanic Black"	11.496	0.077	11.344	11.648	23680	219250926
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	11.605	0.304	11.016	12.217	1565	13684711
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.227	0.090	8.052	8.405	8682	107882208
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Hispanic (All Races)"	10.559	0.076	10.410	10.708	21004	310708397
"Male and female"	"5yrs_2018_2022"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4794	0
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.512	0.030	17.453	17.572	352960	1655614695
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.717	0.037	17.644	17.790	252271	1004088453
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.988	0.095	18.802	19.176	42255	219250926
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	26.130	0.446	25.263	27.020	3665	13684711
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	8.135	0.086	7.967	8.306	9194	107882208
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.939	0.090	17.763	18.116	43047	310708397
"Male and female"	"5yrs_2018_2022"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	2528	0
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"AllRaceEth"	6.286	0.019	6.249	6.323	117739	1655614695
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.116	0.025	7.066	7.166	89383	1004088453
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.027	0.044	3.942	4.115	8811	219250926
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	5.237	0.201	4.850	5.645	717	13684711
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.885	0.061	3.767	4.006	4225	107882208
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.220	0.047	5.129	5.313	13698	310708397
"Male and female"	"5yrs_2018_2022"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	905	0
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"AllRaceEth"	12.869	0.028	12.814	12.923	227265	1655614695
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Non-Hispanic White"	13.503	0.037	13.431	13.575	152432	1004088453
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Non-Hispanic Black"	7.696	0.061	7.577	7.816	16740	219250926
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.658	0.317	12.044	13.295	1677	13684711
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.355	0.113	14.134	14.578	16442	107882208
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Hispanic (All Races)"	13.195	0.071	13.057	13.335	36609	310708397
"Male and female"	"5yrs_2018_2022"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	3365	0
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"AllRaceEth"	2.521	0.012	2.497	2.545	43094	1655614695
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.714	0.017	2.681	2.747	28421	1004088453
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.588	0.035	2.520	2.658	5691	219250926
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.723	0.114	1.507	1.962	238	13684711
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.366	0.036	1.297	1.437	1506	107882208
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.324	0.030	2.266	2.383	6688	310708397
"Male and female"	"5yrs_2018_2022"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	550	0
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	18.510	0.031	18.449	18.572	369573	1655614695
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	19.374	0.038	19.299	19.449	279282	1004088453
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	13.779	0.083	13.617	13.941	29628	219250926
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.508	0.336	13.857	15.181	2000	13684711
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.256	0.112	13.038	13.476	14566	107882208
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.455	0.091	17.276	17.635	40098	310708397
"Male and female"	"5yrs_2018_2022"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	3999	0
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"AllRaceEth"	7.174	0.019	7.136	7.211	147864	1655614695
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Non-Hispanic White"	6.278	0.021	6.237	6.320	95052	1004088453
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Non-Hispanic Black"	14.635	0.086	14.467	14.804	31253	219250926
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.749	0.228	6.310	7.211	943	13684711
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	4.004	0.061	3.884	4.126	4409	107882208
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Hispanic (All Races)"	6.849	0.058	6.734	6.964	14960	310708397
"Male and female"	"5yrs_2018_2022"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1247	0
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"AllRaceEth"	14.276	0.028	14.221	14.330	277577	1655614695
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Non-Hispanic White"	15.150	0.035	15.082	15.218	211144	1004088453
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Non-Hispanic Black"	10.970	0.074	10.825	11.116	23214	219250926
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.800	0.303	11.214	12.408	1611	13684711
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.123	0.088	7.951	8.298	8719	107882208
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Hispanic (All Races)"	11.679	0.072	11.537	11.822	29245	310708397
"Male and female"	"5yrs_2018_2022"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	3644	0
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"AllRaceEth"	0.733	0.006	0.721	0.745	14601	1655614695
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Non-Hispanic White"	0.807	0.008	0.793	0.822	12008	1004088453
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Non-Hispanic Black"	0.384	0.014	0.356	0.413	769	219250926
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.561	0.068	0.437	0.709	74	13684711
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.325	0.018	0.291	0.361	347	107882208
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Hispanic (All Races)"	0.646	0.018	0.610	0.683	1334	310708397
"Male and female"	"5yrs_2018_2022"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	69	0
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"AllRaceEth"	0.305	0.004	0.296	0.313	5270	1655614695
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.164	0.004	0.157	0.172	1974	1004088453
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.749	0.019	0.713	0.788	1619	219250926
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.319	0.050	0.228	0.433	42	13684711
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.129	0.011	0.108	0.152	142	107882208
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.500	0.015	0.471	0.529	1289	310708397
"Male and female"	"5yrs_2018_2022"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	204	0
"Male and female"	"10yrs_2013_2022"	"All Sites"	"AllRaceEth"	454.247	0.111	454.030	454.463	17642318	3264451886
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Non-Hispanic White"	472.886	0.135	472.622	473.150	13302668	2011190812
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Non-Hispanic Black"	461.260	0.344	460.586	461.935	1922357	428751785
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	414.629	1.310	412.065	417.205	108211	27030553
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	300.808	0.393	300.039	301.578	609430	203882873
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Hispanic (All Races)"	357.948	0.306	357.349	358.547	1515140	593595863
"Male and female"	"10yrs_2013_2022"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	184512	0
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"AllRaceEth"	12.105	0.018	12.070	12.140	480470	3264451886
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.507	0.023	13.463	13.551	386231	2011190812
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	8.792	0.046	8.701	8.883	38063	428751785
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	11.192	0.209	10.785	11.610	3075	27030553
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.394	0.065	8.268	8.522	17443	203882873
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.339	0.043	7.254	7.424	31395	593595863
"Male and female"	"10yrs_2013_2022"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	4263	0
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"AllRaceEth"	4.598	0.011	4.577	4.619	184982	3264451886
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Non-Hispanic White"	5.128	0.013	5.102	5.155	152259	2011190812
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Non-Hispanic Black"	3.661	0.030	3.601	3.721	15492	428751785
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.740	0.139	4.471	5.020	1264	27030553
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.178	0.034	2.113	2.245	4387	203882873
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Hispanic (All Races)"	2.763	0.028	2.709	2.817	10901	593595863
"Male and female"	"10yrs_2013_2022"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	679	0
"Male and female"	"10yrs_2013_2022"	"Stomach"	"AllRaceEth"	6.541	0.013	6.515	6.567	252760	3264451886
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Non-Hispanic White"	5.303	0.014	5.276	5.331	152046	2011190812
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Non-Hispanic Black"	10.054	0.052	9.952	10.157	39768	428751785
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	8.216	0.188	7.852	8.592	2070	27030553
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	9.497	0.071	9.358	9.637	18578	203882873
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Hispanic (All Races)"	9.572	0.051	9.473	9.673	38712	593595863
"Male and female"	"10yrs_2013_2022"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	1586	0
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"AllRaceEth"	37.758	0.032	37.695	37.821	1444766	3264451886
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Non-Hispanic White"	37.819	0.038	37.743	37.894	1046267	2011190812
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Non-Hispanic Black"	43.085	0.106	42.877	43.294	175491	428751785
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	42.565	0.423	41.740	43.401	10966	27030553
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.627	0.123	29.385	29.870	59754	203882873
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Hispanic (All Races)"	33.967	0.095	33.781	34.153	141291	593595863
"Male and female"	"10yrs_2013_2022"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	10997	0
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.685	0.015	8.656	8.715	356741	3264451886
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.385	0.016	7.353	7.416	222677	2011190812
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.534	0.050	10.437	10.633	47538	428751785
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.841	0.239	14.375	15.318	4167	27030553
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	11.971	0.079	11.817	12.127	24095	203882873
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.821	0.061	13.702	13.940	56726	593595863
"Male and female"	"10yrs_2013_2022"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	1538	0
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"AllRaceEth"	13.478	0.019	13.441	13.514	531521	3264451886
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Non-Hispanic White"	13.454	0.022	13.411	13.497	395936	2011190812
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Non-Hispanic Black"	16.458	0.067	16.328	16.589	65819	428751785
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	12.465	0.231	12.016	12.927	3164	27030553
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.800	0.073	9.657	9.943	18889	203882873
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Hispanic (All Races)"	12.053	0.059	11.937	12.169	45833	593595863
"Male and female"	"10yrs_2013_2022"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1880	0
"Male and female"	"10yrs_2013_2022"	"Larynx"	"AllRaceEth"	3.039	0.009	3.022	3.056	124113	3264451886
"Male and female"	"10yrs_2013_2022"	"Larynx"	"Non-Hispanic White"	3.187	0.011	3.166	3.208	94490	2011190812
"Male and female"	"10yrs_2013_2022"	"Larynx"	"Non-Hispanic Black"	3.996	0.031	3.934	4.058	17370	428751785
"Male and female"	"10yrs_2013_2022"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.213	0.113	2.995	3.441	882	27030553
