"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.992	0.182	29.638	30.350	28364	97756556
"Male and female"	"5yrs_2014_2018"	"Colon and Rectum"	"Hispanic (All Races)"	34.365	0.139	34.093	34.639	66699	285347167
"Male and female"	"5yrs_2014_2018"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	6387	0
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.668	0.021	8.627	8.710	174487	1611126680
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.288	0.023	7.243	7.333	108525	1004091129
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.950	0.073	10.808	11.093	24194	210442506
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	15.126	0.348	14.452	15.823	2070	13489322
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	12.526	0.118	12.296	12.758	11853	97756556
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.992	0.089	13.818	14.167	27032	285347167
"Male and female"	"5yrs_2014_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	813	0
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"AllRaceEth"	13.165	0.027	13.113	13.217	254193	1611126680
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic White"	13.114	0.031	13.053	13.174	190866	1004091129
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Black"	16.310	0.095	16.124	16.497	31493	210442506
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.788	0.326	11.157	12.445	1435	13489322
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.565	0.105	9.360	9.774	8615	97756556
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Hispanic (All Races)"	11.728	0.085	11.563	11.895	20854	285347167
"Male and female"	"5yrs_2014_2018"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	930	0
"Male and female"	"5yrs_2014_2018"	"Larynx"	"AllRaceEth"	3.149	0.013	3.124	3.174	62602	1611126680
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic White"	3.285	0.015	3.255	3.315	47903	1004091129
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Black"	4.179	0.046	4.089	4.271	8769	210442506
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.274	0.163	2.963	3.608	442	13489322
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.995	0.033	0.931	1.062	940	97756556
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Hispanic (All Races)"	2.225	0.036	2.155	2.296	4195	285347167
"Male and female"	"5yrs_2014_2018"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	353	0
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"AllRaceEth"	57.656	0.055	57.547	57.764	1121776	1611126680
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic White"	62.015	0.066	61.886	62.145	911874	1004091129
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Black"	59.839	0.181	59.485	60.195	117371	210442506
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	56.316	0.711	54.931	57.725	6900	13489322
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	34.507	0.199	34.118	34.900	31325	97756556
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Hispanic (All Races)"	29.769	0.137	29.500	30.039	50725	285347167
"Male and female"	"5yrs_2014_2018"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	3581	0
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"AllRaceEth"	22.773	0.036	22.703	22.844	421079	1611126680
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic White"	29.625	0.050	29.528	29.722	389745	1004091129
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.981	0.023	0.936	1.028	1870	210442506
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.679	0.274	8.150	9.233	1084	13489322
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.358	0.038	1.283	1.435	1298	97756556
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.771	0.051	4.672	4.872	9634	285347167
"Male and female"	"5yrs_2014_2018"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	17448	0
"Male and female"	"5yrs_2014_2018"	"Breast"	"AllRaceEth"	68.008	0.062	67.887	68.130	1263924	1611126680
"Male and female"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic White"	70.170	0.076	70.022	70.319	939732	1004091129
"Male and female"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Black"	72.583	0.196	72.200	72.969	145208	210442506
"Male and female"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	55.775	0.686	54.438	57.136	7135	13489322
"Male and female"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	54.606	0.239	54.139	55.075	53888	97756556
"Male and female"	"5yrs_2014_2018"	"Breast"	"Hispanic (All Races)"	52.121	0.164	51.800	52.444	109023	285347167
"Male and female"	"5yrs_2014_2018"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	8938	0
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"AllRaceEth"	3.970	0.016	3.939	4.001	65482	1611126680
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic White"	3.694	0.020	3.656	3.733	39421	1004091129
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Black"	4.878	0.051	4.779	4.979	9675	210442506
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.969	0.206	4.574	5.390	613	13489322
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.351	0.059	3.237	3.469	3328	97756556
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Hispanic (All Races)"	4.957	0.047	4.865	5.051	11766	285347167
"Male and female"	"5yrs_2014_2018"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	679	0
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.515	0.028	14.461	14.570	283968	1611126680
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.546	0.033	14.481	14.611	207250	1004091129
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	15.970	0.090	15.794	16.148	33339	210442506
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.020	0.325	12.391	13.672	1731	13489322
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	11.280	0.107	11.071	11.492	11417	97756556
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	13.097	0.081	12.938	13.257	28066	285347167
"Male and female"	"5yrs_2014_2018"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	2165	0
"Male and female"	"5yrs_2014_2018"	"Ovary"	"AllRaceEth"	5.726	0.018	5.691	5.761	106350	1611126680
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic White"	5.860	0.022	5.817	5.903	78714	1004091129
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Black"	4.993	0.052	4.892	5.095	9910	210442506
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.711	0.221	5.285	6.161	719	13489322
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	5.033	0.073	4.892	5.178	4953	97756556
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Hispanic (All Races)"	5.397	0.053	5.293	5.502	11367	285347167
"Male and female"	"5yrs_2014_2018"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	687	0
"Male and female"	"5yrs_2014_2018"	"Prostate"	"AllRaceEth"	49.685	0.050	49.587	49.783	1018941	1611126680
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic White"	47.381	0.056	47.270	47.492	727971	1004091129
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Black"	75.079	0.193	74.702	75.457	162016	210442506
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	33.353	0.526	32.330	34.400	4414	13489322
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	24.600	0.164	24.279	24.924	23513	97756556
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Hispanic (All Races)"	39.326	0.151	39.032	39.622	73616	285347167
"Male and female"	"5yrs_2014_2018"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	27411	0
"Male and female"	"5yrs_2014_2018"	"Testis"	"AllRaceEth"	2.895	0.014	2.868	2.923	44811	1611126680
"Male and female"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic White"	3.555	0.020	3.516	3.594	32567	1004091129
"Male and female"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Black"	0.748	0.020	0.710	0.787	1521	210442506
"Male and female"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.200	0.159	2.896	3.527	424	13489322
"Male and female"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.021	0.031	0.961	1.084	1085	97756556
"Male and female"	"5yrs_2014_2018"	"Testis"	"Hispanic (All Races)"	2.726	0.030	2.667	2.786	8422	285347167
"Male and female"	"5yrs_2014_2018"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	792	0
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"AllRaceEth"	19.852	0.033	19.788	19.916	380531	1611126680
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic White"	22.383	0.040	22.305	22.462	326542	1004091129
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Black"	11.767	0.082	11.606	11.929	21873	210442506
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.566	0.345	11.899	13.259	1461	13489322
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.460	0.100	8.265	8.658	7453	97756556
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Hispanic (All Races)"	10.984	0.084	10.820	11.150	18449	285347167
"Male and female"	"5yrs_2014_2018"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4753	0
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.232	0.031	17.171	17.292	325966	1611126680
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.430	0.037	17.357	17.503	238897	1004091129
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	19.113	0.100	18.917	19.309	38976	210442506
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	23.750	0.446	22.884	24.640	3068	13489322
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	8.144	0.094	7.961	8.330	7815	97756556
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.295	0.096	17.108	17.485	35355	285347167
"Male and female"	"5yrs_2014_2018"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	1855	0
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"AllRaceEth"	6.514	0.020	6.475	6.552	115614	1611126680
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.407	0.026	7.356	7.459	90032	1004091129
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.101	0.046	4.011	4.192	8401	210442506
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.724	0.196	4.347	5.126	617	13489322
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.789	0.064	3.665	3.917	3624	97756556
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.206	0.050	5.108	5.306	12130	285347167
"Male and female"	"5yrs_2014_2018"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	810	0
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"AllRaceEth"	14.146	0.030	14.088	14.204	239897	1611126680
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Non-Hispanic White"	15.107	0.039	15.031	15.183	168078	1004091129
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Non-Hispanic Black"	8.894	0.068	8.761	9.027	18099	210442506
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.520	0.321	11.899	13.165	1612	13489322
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	15.365	0.124	15.122	15.611	15622	97756556
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Hispanic (All Races)"	13.733	0.078	13.581	13.886	33550	285347167
"Male and female"	"5yrs_2014_2018"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	2936	0
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"AllRaceEth"	2.636	0.013	2.611	2.661	43539	1611126680
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.868	0.017	2.834	2.902	29798	1004091129
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.685	0.037	2.614	2.758	5629	210442506
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.790	0.119	1.565	2.039	240	13489322
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.352	0.037	1.280	1.427	1354	97756556
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.371	0.033	2.308	2.436	6007	285347167
"Male and female"	"5yrs_2014_2018"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	511	0
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	19.261	0.033	19.197	19.325	359968	1611126680
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	20.128	0.040	20.051	20.206	277838	1004091129
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.561	0.088	14.389	14.735	28887	210442506
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.756	0.363	14.053	15.485	1798	13489322
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.235	0.121	12.998	13.475	12360	97756556
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.813	0.100	17.617	18.011	34844	285347167
"Male and female"	"5yrs_2014_2018"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	4241	0
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"AllRaceEth"	7.069	0.020	7.030	7.107	135637	1611126680
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Non-Hispanic White"	6.214	0.021	6.172	6.256	89711	1004091129
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Non-Hispanic Black"	14.313	0.089	14.139	14.488	27663	210442506
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	7.103	0.253	6.616	7.616	858	13489322
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.902	0.066	3.773	4.034	3614	97756556
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Hispanic (All Races)"	6.863	0.064	6.738	6.989	12587	285347167
"Male and female"	"5yrs_2014_2018"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1204	0
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"AllRaceEth"	14.430	0.029	14.374	14.486	264369	1611126680
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Non-Hispanic White"	15.238	0.035	15.169	15.308	204023	1004091129
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Non-Hispanic Black"	11.125	0.078	10.973	11.278	21711	210442506
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.742	0.319	11.125	12.384	1463	13489322
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	8.179	0.096	7.993	8.368	7587	97756556
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Hispanic (All Races)"	11.555	0.078	11.403	11.708	25536	285347167
"Male and female"	"5yrs_2014_2018"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	4049	0
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"AllRaceEth"	0.856	0.007	0.842	0.869	15978	1611126680
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Non-Hispanic White"	0.952	0.008	0.936	0.968	13586	1004091129
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Non-Hispanic Black"	0.430	0.016	0.399	0.462	780	210442506
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.707	0.082	0.555	0.886	80	13489322
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.318	0.019	0.282	0.358	284	97756556
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Hispanic (All Races)"	0.674	0.020	0.635	0.715	1188	285347167
"Male and female"	"5yrs_2014_2018"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	60	0
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"AllRaceEth"	0.349	0.005	0.340	0.359	5775	1611126680
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.201	0.004	0.193	0.210	2333	1004091129
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.823	0.020	0.784	0.864	1698	210442506
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.296	0.052	0.203	0.416	35	13489322
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.162	0.013	0.137	0.190	154	97756556
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.583	0.017	0.550	0.617	1326	285347167
"Male and female"	"5yrs_2014_2018"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	229	0
"Male and female"	"10yrs_2009_2018"	"All Sites"	"AllRaceEth"	458.958	0.115	458.733	459.182	16594491	3168746442
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Non-Hispanic White"	475.094	0.137	474.826	475.363	12755823	2005919978
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Non-Hispanic Black"	472.452	0.366	471.735	473.170	1776075	410369310
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	402.119	1.380	399.419	404.832	93725	26468681
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	301.026	0.431	300.183	301.871	511851	182000876
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Hispanic (All Races)"	359.635	0.335	358.979	360.292	1282386	543987597
"Male and female"	"10yrs_2009_2018"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	174631	0
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.783	0.018	11.747	11.818	435131	3168746442
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	12.922	0.022	12.878	12.966	352005	2005919978
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	9.237	0.050	9.140	9.335	36496	410369310
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.252	0.212	9.840	10.677	2556	26468681
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.127	0.069	7.992	8.264	14329	182000876
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.229	0.047	7.137	7.321	26121	543987597
"Male and female"	"10yrs_2009_2018"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	3624	0
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"AllRaceEth"	4.624	0.011	4.601	4.646	171783	3168746442
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Non-Hispanic White"	5.037	0.014	5.010	5.064	141586	2005919978
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Non-Hispanic Black"	4.160	0.034	4.093	4.227	15780	410369310
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.354	0.144	4.076	4.645	1016	26468681
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.156	0.037	2.084	2.230	3552	182000876
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Hispanic (All Races)"	2.798	0.031	2.739	2.859	9158	543987597
"Male and female"	"10yrs_2009_2018"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	691	0
"Male and female"	"10yrs_2009_2018"	"Stomach"	"AllRaceEth"	6.596	0.014	6.569	6.623	237361	3168746442
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Non-Hispanic White"	5.384	0.014	5.356	5.412	147497	2005919978
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Non-Hispanic Black"	10.311	0.056	10.202	10.421	36522	410369310
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	8.044	0.200	7.657	8.445	1791	26468681
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	10.375	0.082	10.215	10.537	16772	182000876
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Hispanic (All Races)"	9.901	0.057	9.789	10.013	33389	543987597
"Male and female"	"10yrs_2009_2018"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	1390	0
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"AllRaceEth"	39.532	0.034	39.466	39.598	1423420	3168746442
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Non-Hispanic White"	39.263	0.039	39.186	39.339	1057694	2005919978
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Non-Hispanic Black"	46.699	0.116	46.471	46.928	171879	410369310
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	42.101	0.450	41.223	42.993	9661	26468681
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	31.359	0.140	31.085	31.634	52706	182000876
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Hispanic (All Races)"	35.214	0.106	35.005	35.423	120838	543987597
"Male and female"	"10yrs_2009_2018"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	10642	0
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.254	0.015	8.224	8.283	313393	3168746442
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	6.850	0.016	6.819	6.882	194579	2005919978
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.785	0.053	10.682	10.889	44303	410369310
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	13.950	0.248	13.468	14.446	3497	26468681
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	13.107	0.090	12.931	13.285	22098	182000876
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.692	0.066	13.563	13.821	47516	543987597
"Male and female"	"10yrs_2009_2018"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	1400	0
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"AllRaceEth"	12.838	0.019	12.800	12.875	469218	3168746442
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Non-Hispanic White"	12.742	0.022	12.700	12.785	356284	2005919978
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Non-Hispanic Black"	16.085	0.069	15.949	16.222	57449	410369310
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.193	0.237	10.733	11.667	2486	26468681
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.503	0.079	9.348	9.660	15038	182000876
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Hispanic (All Races)"	11.523	0.063	11.400	11.648	36387	543987597
"Male and female"	"10yrs_2009_2018"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1574	0
"Male and female"	"10yrs_2009_2018"	"Larynx"	"AllRaceEth"	3.358	0.010	3.339	3.377	126272	3168746442
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Non-Hispanic White"	3.480	0.011	3.458	3.503	97496	2005919978
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Non-Hispanic Black"	4.480	0.035	4.412	4.549	17513	410369310
"Male and female"	"10yrs_2009_2018"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.095	0.117	2.870	3.334	767	26468681
