"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	28.384	0.169	28.055	28.717	29170	102275833
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Hispanic (All Races)"	31.952	0.128	31.702	32.203	67978	295264059
"Male and female"	"5yrs_2016_2020"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	6788	0
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.555	0.021	8.514	8.595	178061	1619150982
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.317	0.023	7.273	7.361	111657	994695863
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.230	0.069	10.095	10.365	23527	213484312
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.478	0.330	13.838	15.140	2075	13430915
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	11.581	0.108	11.371	11.795	11937	102275833
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.358	0.083	13.195	13.522	27929	295264059
"Male and female"	"5yrs_2016_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	936	0
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"AllRaceEth"	13.251	0.026	13.200	13.303	265940	1619150982
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Non-Hispanic White"	13.248	0.031	13.188	13.308	197799	994695863
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Non-Hispanic Black"	16.112	0.092	15.933	16.292	33022	213484312
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.907	0.315	11.297	12.541	1545	13430915
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.554	0.100	9.359	9.751	9502	102275833
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Hispanic (All Races)"	11.739	0.081	11.582	11.898	22946	295264059
"Male and female"	"5yrs_2016_2020"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1126	0
"Male and female"	"5yrs_2016_2020"	"Larynx"	"AllRaceEth"	2.952	0.012	2.928	2.976	60858	1619150982
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Non-Hispanic White"	3.103	0.015	3.074	3.133	46236	994695863
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Non-Hispanic Black"	3.867	0.043	3.783	3.953	8546	213484312
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.063	0.154	2.768	3.381	426	13430915
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.957	0.031	0.897	1.019	987	102275833
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Hispanic (All Races)"	2.066	0.033	2.002	2.131	4248	295264059
"Male and female"	"5yrs_2016_2020"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	415	0
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"AllRaceEth"	54.209	0.052	54.107	54.312	1103510	1619150982
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Non-Hispanic White"	58.673	0.063	58.549	58.798	891642	994695863
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Non-Hispanic Black"	55.919	0.170	55.587	56.252	116399	213484312
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	51.705	0.651	50.436	52.997	6826	13430915
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	32.943	0.184	32.583	33.307	33028	102275833
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Hispanic (All Races)"	27.627	0.126	27.380	27.874	51758	295264059
"Male and female"	"5yrs_2016_2020"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	3857	0
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"AllRaceEth"	22.446	0.035	22.377	22.515	427909	1619150982
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Non-Hispanic White"	29.435	0.049	29.338	29.532	393790	994695863
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.929	0.022	0.886	0.973	1845	213484312
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.349	0.263	7.842	8.881	1078	13430915
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.239	0.035	1.171	1.310	1281	102275833
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.479	0.047	4.387	4.573	9753	295264059
"Male and female"	"5yrs_2016_2020"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	20162	0
"Male and female"	"5yrs_2016_2020"	"Breast"	"AllRaceEth"	67.552	0.061	67.432	67.672	1285956	1619150982
"Male and female"	"5yrs_2016_2020"	"Breast"	"Non-Hispanic White"	70.057	0.076	69.908	70.205	946611	994695863
"Male and female"	"5yrs_2016_2020"	"Breast"	"Non-Hispanic Black"	71.853	0.191	71.479	72.229	149549	213484312
"Male and female"	"5yrs_2016_2020"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	54.522	0.663	53.231	55.836	7259	13430915
"Male and female"	"5yrs_2016_2020"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	55.345	0.232	54.892	55.800	58489	102275833
"Male and female"	"5yrs_2016_2020"	"Breast"	"Hispanic (All Races)"	50.570	0.155	50.267	50.875	114192	295264059
"Male and female"	"5yrs_2016_2020"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	9856	0
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"AllRaceEth"	3.868	0.016	3.837	3.899	64337	1619150982
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Non-Hispanic White"	3.614	0.020	3.575	3.652	38232	994695863
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Non-Hispanic Black"	4.647	0.049	4.552	4.744	9484	213484312
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.894	0.203	4.504	5.308	612	13430915
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.212	0.056	3.103	3.323	3401	102275833
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Hispanic (All Races)"	4.724	0.045	4.637	4.812	11847	295264059
"Male and female"	"5yrs_2016_2020"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	761	0
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.461	0.028	14.407	14.515	290495	1619150982
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.428	0.033	14.364	14.493	208149	994695863
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	16.096	0.088	15.923	16.270	35437	213484312
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.503	0.326	12.871	14.158	1832	13430915
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	11.590	0.105	11.386	11.797	12561	102275833
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	13.020	0.078	12.869	13.173	30035	295264059
"Male and female"	"5yrs_2016_2020"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	2481	0
"Male and female"	"5yrs_2016_2020"	"Ovary"	"AllRaceEth"	5.339	0.017	5.306	5.373	101472	1619150982
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Non-Hispanic White"	5.445	0.021	5.404	5.487	73643	994695863
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Non-Hispanic Black"	4.730	0.049	4.634	4.827	9827	213484312
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.409	0.210	5.004	5.836	708	13430915
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.869	0.069	4.735	5.006	5130	102275833
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Hispanic (All Races)"	5.035	0.049	4.940	5.132	11470	295264059
"Male and female"	"5yrs_2016_2020"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	694	0
"Male and female"	"5yrs_2016_2020"	"Prostate"	"AllRaceEth"	50.816	0.050	50.719	50.913	1084212	1619150982
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Non-Hispanic White"	49.013	0.057	48.902	49.125	774275	994695863
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Non-Hispanic Black"	75.207	0.187	74.841	75.575	171277	213484312
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	33.565	0.507	32.579	34.574	4735	13430915
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	25.090	0.158	24.782	25.401	26285	102275833
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Hispanic (All Races)"	37.541	0.140	37.267	37.817	77150	295264059
"Male and female"	"5yrs_2016_2020"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	30490	0
"Male and female"	"5yrs_2016_2020"	"Testis"	"AllRaceEth"	2.893	0.014	2.866	2.920	44857	1619150982
"Male and female"	"5yrs_2016_2020"	"Testis"	"Non-Hispanic White"	3.548	0.020	3.509	3.588	32040	994695863
"Male and female"	"5yrs_2016_2020"	"Testis"	"Non-Hispanic Black"	0.749	0.019	0.712	0.788	1556	213484312
"Male and female"	"5yrs_2016_2020"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.050	0.156	2.753	3.370	402	13430915
"Male and female"	"5yrs_2016_2020"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.056	0.031	0.995	1.119	1164	102275833
"Male and female"	"5yrs_2016_2020"	"Testis"	"Hispanic (All Races)"	2.763	0.030	2.704	2.822	8792	295264059
"Male and female"	"5yrs_2016_2020"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	903	0
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"AllRaceEth"	18.929	0.031	18.868	18.990	378479	1619150982
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Non-Hispanic White"	21.516	0.039	21.440	21.592	323247	994695863
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Non-Hispanic Black"	11.333	0.078	11.180	11.487	22379	213484312
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	11.564	0.316	10.954	12.199	1456	13430915
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.054	0.092	7.874	8.237	7852	102275833
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Hispanic (All Races)"	10.300	0.077	10.149	10.452	19030	295264059
"Male and female"	"5yrs_2016_2020"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4515	0
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.197	0.031	17.137	17.257	334731	1619150982
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.512	0.037	17.439	17.585	243498	994695863
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	18.786	0.097	18.597	18.976	40050	213484312
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	24.678	0.444	23.815	25.565	3304	13430915
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	7.992	0.089	7.818	8.168	8334	102275833
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	16.908	0.091	16.730	17.087	37320	295264059
"Male and female"	"5yrs_2016_2020"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	2225	0
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"AllRaceEth"	6.358	0.019	6.321	6.396	115519	1619150982
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.241	0.026	7.191	7.292	88985	994695863
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.049	0.045	3.962	4.138	8547	213484312
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.791	0.196	4.415	5.192	632	13430915
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.761	0.062	3.642	3.884	3840	102275833
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.129	0.048	5.035	5.225	12607	295264059
"Male and female"	"5yrs_2016_2020"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	908	0
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"AllRaceEth"	13.251	0.029	13.195	13.307	227126	1619150982
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Non-Hispanic White"	14.149	0.038	14.075	14.223	156685	994695863
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Non-Hispanic Black"	7.962	0.063	7.838	8.087	16668	213484312
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.255	0.317	11.642	12.891	1580	13430915
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	14.436	0.117	14.207	14.668	15486	102275833
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Hispanic (All Races)"	12.969	0.073	12.827	13.113	33499	295264059
"Male and female"	"5yrs_2016_2020"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	3208	0
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"AllRaceEth"	2.551	0.013	2.526	2.576	42533	1619150982
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.798	0.017	2.764	2.832	28888	994695863
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.586	0.036	2.517	2.657	5511	213484312
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.781	0.117	1.558	2.026	241	13430915
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.333	0.036	1.263	1.406	1397	102275833
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.238	0.030	2.178	2.298	5992	295264059
"Male and female"	"5yrs_2016_2020"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	504	0
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	18.573	0.032	18.510	18.635	358964	1619150982
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	19.522	0.039	19.446	19.598	275197	994695863
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	13.877	0.084	13.713	14.044	28676	213484312
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.327	0.345	13.659	15.019	1856	13430915
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	12.882	0.114	12.659	13.108	13144	102275833
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	16.939	0.094	16.756	17.123	35913	295264059
"Male and female"	"5yrs_2016_2020"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	4178	0
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"AllRaceEth"	6.987	0.019	6.950	7.025	139159	1619150982
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Non-Hispanic White"	6.148	0.021	6.107	6.189	90994	994695863
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Non-Hispanic Black"	14.185	0.086	14.017	14.355	28942	213484312
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.600	0.234	6.151	7.074	860	13430915
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.876	0.063	3.754	4.002	3931	102275833
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Hispanic (All Races)"	6.568	0.059	6.452	6.685	13240	295264059
"Male and female"	"5yrs_2016_2020"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1192	0
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"AllRaceEth"	13.927	0.028	13.873	13.982	262745	1619150982
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Non-Hispanic White"	14.776	0.035	14.708	14.844	201319	994695863
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Non-Hispanic Black"	10.760	0.075	10.614	10.907	21920	213484312
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.424	0.307	10.830	12.041	1473	13430915
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	7.976	0.090	7.800	8.155	7995	102275833
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Hispanic (All Races)"	11.091	0.073	10.949	11.234	26178	295264059
"Male and female"	"5yrs_2016_2020"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	3860	0
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"AllRaceEth"	0.775	0.006	0.763	0.788	15089	1619150982
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Non-Hispanic White"	0.862	0.008	0.846	0.877	12661	994695863
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Non-Hispanic Black"	0.397	0.015	0.368	0.426	769	213484312
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.646	0.074	0.509	0.809	81	13430915
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.325	0.018	0.290	0.363	320	102275833
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Hispanic (All Races)"	0.628	0.019	0.592	0.666	1203	295264059
"Male and female"	"5yrs_2016_2020"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	55	0
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"AllRaceEth"	0.315	0.004	0.307	0.324	5304	1619150982
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.178	0.004	0.170	0.186	2066	994695863
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.762	0.019	0.724	0.801	1600	213484312
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.287	0.050	0.198	0.401	35	13430915
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.134	0.012	0.113	0.159	139	102275833
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.518	0.015	0.489	0.550	1245	295264059
"Male and female"	"5yrs_2016_2020"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	219	0
"Male and female"	"10yrs_2011_2020"	"All Sites"	"AllRaceEth"	450.498	0.112	450.279	450.717	16878486	3196192220
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Non-Hispanic White"	469.208	0.135	468.942	469.473	12879896	1995366911
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Non-Hispanic Black"	459.624	0.351	458.936	460.312	1823820	417708698
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	396.033	1.322	393.445	398.633	97484	26439289
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	295.571	0.406	294.776	296.368	550183	191846626
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Hispanic (All Races)"	345.843	0.313	345.230	346.457	1345710	564830696
"Male and female"	"10yrs_2011_2020"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	181393	0
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.863	0.018	11.828	11.898	453170	3196192220
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.156	0.022	13.112	13.200	365997	1995366911
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	8.924	0.048	8.831	9.019	36895	417708698
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.474	0.208	10.070	10.889	2743	26439289
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.171	0.066	8.041	8.302	15627	191846626
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.069	0.044	6.982	7.156	27819	564830696
"Male and female"	"10yrs_2011_2020"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	4089	0
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"AllRaceEth"	4.557	0.011	4.535	4.579	176325	3196192220
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Non-Hispanic White"	5.031	0.014	5.005	5.058	145373	1995366911
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Non-Hispanic Black"	3.857	0.032	3.795	3.921	15489	417708698
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.379	0.139	4.111	4.659	1089	26439289
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.106	0.035	2.038	2.175	3856	191846626
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Hispanic (All Races)"	2.713	0.029	2.657	2.769	9787	564830696
"Male and female"	"10yrs_2011_2020"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	731	0
"Male and female"	"10yrs_2011_2020"	"Stomach"	"AllRaceEth"	6.433	0.013	6.407	6.460	240296	3196192220
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Non-Hispanic White"	5.263	0.014	5.235	5.291	147671	1995366911
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Non-Hispanic Black"	9.906	0.053	9.802	10.010	37270	417708698
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.849	0.190	7.481	8.230	1855	26439289
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	9.657	0.075	9.510	9.805	17297	191846626
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Hispanic (All Races)"	9.366	0.053	9.263	9.470	34695	564830696
"Male and female"	"10yrs_2011_2020"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	1508	0
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"AllRaceEth"	37.950	0.033	37.886	38.014	1411397	3196192220
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Non-Hispanic White"	37.971	0.038	37.896	38.047	1038229	1995366911
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Non-Hispanic Black"	44.078	0.110	43.863	44.293	171383	417708698
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	40.631	0.427	39.799	41.475	9870	26439289
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.768	0.129	29.516	30.023	55036	191846626
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Hispanic (All Races)"	33.171	0.098	32.979	33.363	125716	564830696
"Male and female"	"10yrs_2011_2020"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	11163	0
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.439	0.015	8.410	8.468	333310	3196192220
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.118	0.016	7.087	7.150	208182	1995366911
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.648	0.051	10.547	10.748	46023	417708698
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.205	0.242	13.735	14.688	3764	26439289
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	12.435	0.084	12.271	12.600	22991	191846626
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.417	0.062	13.296	13.539	50788	564830696
"Male and female"	"10yrs_2011_2020"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	1562	0
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"AllRaceEth"	13.030	0.019	12.993	13.066	496156	3196192220
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Non-Hispanic White"	12.998	0.022	12.955	13.040	373643	1995366911
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Non-Hispanic Black"	16.097	0.067	15.965	16.229	61222	417708698
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.537	0.231	11.089	11.997	2743	26439289
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.515	0.075	9.368	9.663	16735	191846626
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Hispanic (All Races)"	11.476	0.060	11.359	11.594	39985	564830696
"Male and female"	"10yrs_2011_2020"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1828	0
"Male and female"	"10yrs_2011_2020"	"Larynx"	"AllRaceEth"	3.169	0.009	3.151	3.187	124073	3196192220
"Male and female"	"10yrs_2011_2020"	"Larynx"	"Non-Hispanic White"	3.310	0.011	3.289	3.332	95265	1995366911
"Male and female"	"10yrs_2011_2020"	"Larynx"	"Non-Hispanic Black"	4.191	0.033	4.126	4.256	17309	417708698
"Male and female"	"10yrs_2011_2020"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.012	0.113	2.795	3.241	778	26439289
