"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	29.386	0.176	29.042	29.732	28908	99993877
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Hispanic (All Races)"	33.711	0.134	33.448	33.976	68477	289871306
"Male and female"	"5yrs_2015_2019"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	7042	0
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.638	0.021	8.597	8.679	177081	1617979533
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	7.299	0.023	7.255	7.344	110322	1002418996
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.680	0.071	10.542	10.821	24088	212147875
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.809	0.338	14.153	15.488	2078	13547479
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	12.176	0.113	11.955	12.400	12004	99993877
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.798	0.086	13.630	13.969	27689	289871306
"Male and female"	"5yrs_2015_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	900	0
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"AllRaceEth"	13.215	0.026	13.163	13.267	260515	1617979533
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Non-Hispanic White"	13.173	0.031	13.114	13.234	194678	1002418996
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Non-Hispanic Black"	16.162	0.093	15.980	16.346	32172	212147875
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.723	0.317	11.109	12.361	1487	13547479
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.596	0.103	9.396	9.800	9051	99993877
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Hispanic (All Races)"	11.857	0.083	11.695	12.021	22051	289871306
"Male and female"	"5yrs_2015_2019"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1076	0
"Male and female"	"5yrs_2015_2019"	"Larynx"	"AllRaceEth"	3.057	0.013	3.032	3.081	61995	1617979533
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Non-Hispanic White"	3.196	0.015	3.167	3.226	47206	1002418996
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Non-Hispanic Black"	4.019	0.045	3.932	4.107	8671	212147875
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.247	0.160	2.942	3.576	448	13547479
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.985	0.032	0.923	1.050	967	99993877
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Hispanic (All Races)"	2.182	0.035	2.114	2.251	4276	289871306
"Male and female"	"5yrs_2015_2019"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	427	0
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"AllRaceEth"	56.253	0.054	56.147	56.359	1121286	1617979533
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Non-Hispanic White"	60.597	0.065	60.470	60.724	908015	1002418996
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Non-Hispanic Black"	58.216	0.176	57.872	58.561	117692	212147875
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	54.282	0.681	52.956	55.632	6938	13547479
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	34.225	0.193	33.847	34.607	32580	99993877
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Hispanic (All Races)"	29.130	0.133	28.870	29.390	51965	289871306
"Male and female"	"5yrs_2015_2019"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	4096	0
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"AllRaceEth"	22.858	0.036	22.788	22.928	429754	1617979533
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Non-Hispanic White"	29.756	0.050	29.659	29.853	395623	1002418996
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Non-Hispanic Black"	0.956	0.023	0.911	1.002	1856	212147875
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	8.623	0.269	8.103	9.167	1102	13547479
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.288	0.037	1.217	1.362	1275	99993877
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.696	0.050	4.600	4.794	9834	289871306
"Male and female"	"5yrs_2015_2019"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	20064	0
"Male and female"	"5yrs_2015_2019"	"Breast"	"AllRaceEth"	68.259	0.062	68.137	68.380	1286519	1617979533
"Male and female"	"5yrs_2015_2019"	"Breast"	"Non-Hispanic White"	70.409	0.076	70.260	70.557	950421	1002418996
"Male and female"	"5yrs_2015_2019"	"Breast"	"Non-Hispanic Black"	72.518	0.194	72.138	72.899	147999	212147875
"Male and female"	"5yrs_2015_2019"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	55.070	0.672	53.760	56.403	7221	13547479
"Male and female"	"5yrs_2015_2019"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	55.539	0.236	55.076	56.004	56638	99993877
"Male and female"	"5yrs_2015_2019"	"Breast"	"Hispanic (All Races)"	52.696	0.162	52.380	53.014	114339	289871306
"Male and female"	"5yrs_2015_2019"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	9901	0
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"AllRaceEth"	3.945	0.016	3.914	3.976	65417	1617979533
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Non-Hispanic White"	3.660	0.020	3.622	3.699	38973	1002418996
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Non-Hispanic Black"	4.802	0.050	4.704	4.901	9681	212147875
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	4.956	0.204	4.563	5.372	619	13547479
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	3.293	0.057	3.181	3.407	3370	99993877
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Hispanic (All Races)"	4.933	0.046	4.842	5.024	12026	289871306
"Male and female"	"5yrs_2015_2019"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	748	0
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"AllRaceEth"	14.586	0.028	14.531	14.640	289661	1617979533
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	14.539	0.033	14.474	14.604	209099	1002418996
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	16.072	0.089	15.897	16.248	34476	212147875
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	13.264	0.325	12.635	13.915	1791	13547479
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	11.533	0.106	11.325	11.743	12053	99993877
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	13.412	0.080	13.254	13.570	29818	289871306
"Male and female"	"5yrs_2015_2019"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	2424	0
"Male and female"	"5yrs_2015_2019"	"Ovary"	"AllRaceEth"	5.527	0.018	5.492	5.561	103997	1617979533
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Non-Hispanic White"	5.637	0.021	5.595	5.679	76179	1002418996
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Non-Hispanic Black"	4.818	0.050	4.720	4.917	9790	212147875
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	5.516	0.215	5.102	5.954	707	13547479
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	4.925	0.070	4.788	5.065	5020	99993877
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Hispanic (All Races)"	5.297	0.052	5.196	5.399	11569	289871306
"Male and female"	"5yrs_2015_2019"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	732	0
"Male and female"	"5yrs_2015_2019"	"Prostate"	"AllRaceEth"	50.618	0.050	50.521	50.716	1060868	1617979533
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Non-Hispanic White"	48.363	0.057	48.252	48.474	755608	1002418996
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Non-Hispanic Black"	75.427	0.190	75.055	75.801	167402	212147875
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	33.311	0.514	32.311	34.334	4567	13547479
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	25.205	0.162	24.888	25.525	25199	99993877
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Hispanic (All Races)"	39.115	0.147	38.829	39.404	76643	289871306
"Male and female"	"5yrs_2015_2019"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	31449	0
"Male and female"	"5yrs_2015_2019"	"Testis"	"AllRaceEth"	2.881	0.014	2.854	2.908	44714	1617979533
"Male and female"	"5yrs_2015_2019"	"Testis"	"Non-Hispanic White"	3.529	0.020	3.490	3.568	32203	1002418996
"Male and female"	"5yrs_2015_2019"	"Testis"	"Non-Hispanic Black"	0.734	0.019	0.697	0.773	1508	212147875
"Male and female"	"5yrs_2015_2019"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	3.197	0.159	2.892	3.526	421	13547479
"Male and female"	"5yrs_2015_2019"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	1.015	0.031	0.955	1.078	1096	99993877
"Male and female"	"5yrs_2015_2019"	"Testis"	"Hispanic (All Races)"	2.753	0.030	2.695	2.813	8627	289871306
"Male and female"	"5yrs_2015_2019"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	859	0
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"AllRaceEth"	19.385	0.032	19.322	19.447	380188	1617979533
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Non-Hispanic White"	21.904	0.039	21.827	21.981	325099	1002418996
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Non-Hispanic Black"	11.530	0.080	11.374	11.688	22113	212147875
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	12.141	0.331	11.500	12.807	1468	13547479
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	8.263	0.096	8.075	8.453	7638	99993877
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Hispanic (All Races)"	10.763	0.081	10.605	10.923	18943	289871306
"Male and female"	"5yrs_2015_2019"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	4927	0
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"AllRaceEth"	17.311	0.031	17.251	17.371	332597	1617979533
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	17.495	0.037	17.422	17.568	242110	1002418996
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	19.087	0.099	18.895	19.282	39840	212147875
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	24.185	0.444	23.321	25.071	3185	13547479
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	8.157	0.092	7.978	8.339	8148	99993877
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	17.522	0.095	17.337	17.709	37187	289871306
"Male and female"	"5yrs_2015_2019"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	2127	0
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"AllRaceEth"	6.417	0.019	6.380	6.456	115367	1617979533
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Non-Hispanic White"	7.291	0.026	7.240	7.342	89304	1002418996
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Non-Hispanic Black"	4.064	0.045	3.976	4.154	8448	212147875
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.773	0.196	4.397	5.173	632	13547479
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.695	0.062	3.574	3.819	3652	99993877
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Hispanic (All Races)"	5.216	0.050	5.120	5.314	12457	289871306
"Male and female"	"5yrs_2015_2019"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	874	0
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"AllRaceEth"	13.831	0.029	13.774	13.889	236144	1617979533
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Non-Hispanic White"	14.705	0.038	14.630	14.781	163625	1002418996
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Non-Hispanic Black"	8.462	0.066	8.334	8.591	17484	212147875
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	12.263	0.316	11.651	12.899	1589	13547479
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	15.162	0.122	14.924	15.403	15832	99993877
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Hispanic (All Races)"	13.723	0.076	13.574	13.874	34442	289871306
"Male and female"	"5yrs_2015_2019"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	3172	0
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"AllRaceEth"	2.596	0.013	2.571	2.621	43148	1617979533
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.823	0.017	2.789	2.857	29312	1002418996
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.649	0.036	2.578	2.720	5599	212147875
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.795	0.118	1.570	2.043	242	13547479
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.358	0.037	1.286	1.432	1394	99993877
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.322	0.032	2.261	2.385	6056	289871306
"Male and female"	"5yrs_2015_2019"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	545	0
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	18.951	0.032	18.888	19.014	360764	1617979533
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	19.815	0.039	19.738	19.891	277110	1002418996
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	14.244	0.086	14.076	14.415	28861	212147875
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	14.742	0.357	14.051	15.457	1852	13547479
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	13.040	0.118	12.810	13.273	12704	99993877
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	17.519	0.097	17.329	17.711	35643	289871306
"Male and female"	"5yrs_2015_2019"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	4594	0
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"AllRaceEth"	7.025	0.019	6.987	7.063	137555	1617979533
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Non-Hispanic White"	6.149	0.021	6.108	6.191	90135	1002418996
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Non-Hispanic Black"	14.293	0.088	14.122	14.465	28429	212147875
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	6.829	0.242	6.363	7.320	861	13547479
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.897	0.065	3.771	4.025	3768	99993877
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Hispanic (All Races)"	6.770	0.062	6.649	6.892	13000	289871306
"Male and female"	"5yrs_2015_2019"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	1362	0
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"AllRaceEth"	14.084	0.028	14.029	14.139	262207	1617979533
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Non-Hispanic White"	14.862	0.035	14.795	14.931	201139	1002418996
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Non-Hispanic Black"	10.853	0.076	10.705	11.003	21641	212147875
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	11.440	0.310	10.840	12.064	1456	13547479
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	7.970	0.092	7.790	8.153	7692	99993877
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Hispanic (All Races)"	11.342	0.075	11.195	11.490	25912	289871306
"Male and female"	"5yrs_2015_2019"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	4367	0
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"AllRaceEth"	0.814	0.007	0.801	0.827	15555	1617979533
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Non-Hispanic White"	0.905	0.008	0.889	0.921	13142	1002418996
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Non-Hispanic Black"	0.408	0.015	0.379	0.439	768	212147875
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.726	0.081	0.576	0.901	87	13547479
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.301	0.018	0.267	0.339	285	99993877
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Hispanic (All Races)"	0.655	0.020	0.617	0.695	1208	289871306
"Male and female"	"5yrs_2015_2019"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	65	0
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"AllRaceEth"	0.330	0.005	0.321	0.339	5524	1617979533
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.185	0.004	0.177	0.193	2159	1002418996
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.796	0.020	0.758	0.837	1661	212147875
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	0.306	0.052	0.213	0.426	37	13547479
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.144	0.012	0.121	0.170	144	99993877
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.558	0.016	0.526	0.591	1294	289871306
"Male and female"	"5yrs_2015_2019"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	229	0
"Male and female"	"10yrs_2010_2019"	"All Sites"	"AllRaceEth"	454.871	0.113	454.650	455.093	16766702	3187214095
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Non-Hispanic White"	471.242	0.136	470.976	471.508	12821602	2005299639
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Non-Hispanic Black"	465.809	0.358	465.107	466.512	1799848	414264823
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Non-Hispanic American Indian/Alaska Native"	398.696	1.347	396.061	401.345	95943	26639437
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Non-Hispanic Asian or Pacific Islander"	298.985	0.419	298.165	299.807	531493	186849188
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Hispanic (All Races)"	356.237	0.325	355.600	356.876	1326824	554161008
"Male and female"	"10yrs_2010_2019"	"All Sites"	"Non-Hispanic Unknown Race"	 	 	 	 	190992	0
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"AllRaceEth"	11.823	0.018	11.788	11.858	444751	3187214095
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic White"	13.021	0.022	12.977	13.065	359222	2005299639
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Black"	9.079	0.049	8.983	9.175	36696	414264823
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic American Indian/Alaska Native"	10.307	0.209	9.902	10.724	2649	26639437
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Asian or Pacific Islander"	8.180	0.068	8.047	8.315	15003	186849188
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Hispanic (All Races)"	7.198	0.046	7.109	7.289	27124	554161008
"Male and female"	"10yrs_2010_2019"	"Oral Cavity and Pharynx"	"Non-Hispanic Unknown Race"	 	 	 	 	4057	0
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"AllRaceEth"	4.585	0.011	4.563	4.607	174129	3187214095
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Non-Hispanic White"	5.019	0.014	4.992	5.046	143351	2005299639
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Non-Hispanic Black"	4.016	0.033	3.951	4.081	15688	414264823
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Non-Hispanic American Indian/Alaska Native"	4.349	0.141	4.077	4.633	1054	26639437
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Non-Hispanic Asian or Pacific Islander"	2.141	0.036	2.071	2.212	3715	186849188
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Hispanic (All Races)"	2.786	0.030	2.728	2.844	9554	554161008
"Male and female"	"10yrs_2010_2019"	"Esophagus"	"Non-Hispanic Unknown Race"	 	 	 	 	767	0
"Male and female"	"10yrs_2010_2019"	"Stomach"	"AllRaceEth"	6.537	0.014	6.511	6.564	239993	3187214095
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Non-Hispanic White"	5.335	0.014	5.307	5.362	148224	2005299639
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Non-Hispanic Black"	10.102	0.054	9.995	10.208	36896	414264823
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Non-Hispanic American Indian/Alaska Native"	7.910	0.194	7.534	8.299	1824	26639437
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Non-Hispanic Asian or Pacific Islander"	10.055	0.079	9.901	10.210	17096	186849188
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Hispanic (All Races)"	9.737	0.055	9.630	9.846	34425	554161008
"Male and female"	"10yrs_2010_2019"	"Stomach"	"Non-Hispanic Unknown Race"	 	 	 	 	1528	0
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"AllRaceEth"	38.789	0.033	38.724	38.854	1422003	3187214095
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Non-Hispanic White"	38.593	0.039	38.517	38.669	1050043	2005299639
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Non-Hispanic Black"	45.418	0.113	45.197	45.640	171956	414264823
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Non-Hispanic American Indian/Alaska Native"	41.401	0.438	40.547	42.267	9822	26639437
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Non-Hispanic Asian or Pacific Islander"	30.700	0.135	30.436	30.966	54065	186849188
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Hispanic (All Races)"	34.536	0.103	34.336	34.738	124598	554161008
"Male and female"	"10yrs_2010_2019"	"Colon and Rectum"	"Non-Hispanic Unknown Race"	 	 	 	 	11519	0
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"AllRaceEth"	8.350	0.015	8.321	8.379	323863	3187214095
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic White"	6.965	0.016	6.934	6.997	201238	2005299639
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Black"	10.734	0.052	10.632	10.836	45256	414264823
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic American Indian/Alaska Native"	14.026	0.244	13.551	14.514	3625	26639437
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Asian or Pacific Islander"	12.837	0.087	12.666	13.009	22637	186849188
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Hispanic (All Races)"	13.688	0.064	13.562	13.814	49593	554161008
"Male and female"	"10yrs_2010_2019"	"Liver and Intrahepatic Bile Duct"	"Non-Hispanic Unknown Race"	 	 	 	 	1514	0
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"AllRaceEth"	12.931	0.019	12.894	12.968	483125	3187214095
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Non-Hispanic White"	12.854	0.022	12.812	12.897	365219	2005299639
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Non-Hispanic Black"	16.074	0.068	15.940	16.208	59280	414264823
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	11.323	0.233	10.872	11.788	2621	26639437
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	9.518	0.077	9.367	9.671	15856	186849188
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Hispanic (All Races)"	11.579	0.062	11.458	11.700	38378	554161008
"Male and female"	"10yrs_2010_2019"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	1771	0
"Male and female"	"10yrs_2010_2019"	"Larynx"	"AllRaceEth"	3.268	0.009	3.250	3.286	125603	3187214095
"Male and female"	"10yrs_2010_2019"	"Larynx"	"Non-Hispanic White"	3.395	0.011	3.373	3.417	96616	2005299639
"Male and female"	"10yrs_2010_2019"	"Larynx"	"Non-Hispanic Black"	4.337	0.034	4.271	4.404	17440	414264823
"Male and female"	"10yrs_2010_2019"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	3.052	0.114	2.832	3.284	779	26639437
